subj_idx,stim,rt,response,theta,dbs,conf
0,LL,2.87,0,-0.340350948,1,HC
0,WW,3.23,0,-0.839198081,1,HC
0,LL,3.66,0,-0.542595896,1,HC
0,WL,0.907,0,-0.446102268,1,LC
0,WL,2.19,1,0.05096454,1,LC
0,WL,1.41,0,-0.046597283,1,LC
0,WL,1.16,0,-0.641581979,1,LC
0,WW,1.98,0,1.183251394,1,HC
0,WL,0.947,0,-0.53939131,1,LC
0,WL,1.05,0,-0.71706777,1,LC
0,LL,0.602,0,-0.041612373,1,HC
0,WW,0.947,1,-0.006005868,1,HC
0,LL,1.25,0,-0.104635886,1,HC
0,WL,1.61,0,1.361283918,1,LC
0,WW,0.95,1,0.460439346,1,HC
0,WL,1.92,0,-0.637309199,1,LC
0,WW,2.17,0,-0.352101095,1,HC
0,LL,1.98,0,-2.96134577,1,HC
0,WL,1.47,1,-0.493102854,1,LC
0,WL,0.87,1,1.713788316,1,LC
0,WW,1.1,0,-1.163217275,1,HC
0,WL,0.746,1,2.3333415,1,LC
0,WL,1.63,1,-0.225698003,1,LC
0,LL,2.2,1,-0.390200055,1,HC
0,WL,3.37,1,-0.543664091,1,LC
0,WW,2.72,0,-2.15307811,1,HC
0,WW,1.04,0,-0.407932095,1,HC
0,LL,1.93,0,-0.225698003,1,HC
0,WL,1.13,1,3.515477461,1,LC
0,WL,2.03,0,-0.478148122,1,LC
0,WW,1.95,1,-0.462837325,1,HC
0,LL,1.5,1,-0.319699176,1,HC
0,WL,1.45,1,-0.082915918,1,LC
0,WL,0.965,0,3.586690471,1,LC
0,WW,1.87,0,0.777337239,1,HC
0,LL,1.65,0,-2.092547052,1,HC
0,WL,2.78,1,-0.601346629,1,LC
0,WL,0.994,0,-0.229258653,1,LC
0,WL,1.13,1,0.179147957,1,LC
0,LL,1.56,1,-0.409926059,1,HC
0,WL,1.11,1,2.903045578,1,LC
0,WL,1.66,0,-0.02380912,1,LC
0,WL,1.37,0,0.058085841,1,LC
0,LL,1.15,1,0.357180482,1,HC
0,WW,3.86,1,0.100813647,1,HC
0,WL,1.65,0,-1.027912557,1,LC
0,WL,2.63,0,0.994536918,1,LC
0,LL,0.814,1,-1.437387363,1,HC
0,LL,1.08,1,-0.164098749,1,HC
0,WL,2.52,1,-0.205402295,1,LC
0,WW,2.03,1,0.001115433,1,HC
0,WL,0.833,1,-0.441473422,1,LC
0,WL,3.36,1,-1.106246868,1,LC
0,LL,1.59,0,-0.236379954,1,HC
0,WW,1.63,1,-0.735227087,1,HC
0,WL,1.24,0,-1.394659557,1,LC
0,WL,2.7,0,-0.082203788,1,LC
0,WL,1.73,1,0.129298851,1,LC
0,WL,2.86,0,-0.792909625,1,LC
0,WW,1.95,0,0.136420152,1,HC
0,LL,2.02,1,0.065207142,1,HC
0,LL,1.36,1,1.307874161,1,HC
0,WW,2.07,0,0.243239666,1,HC
0,WL,2.19,0,-0.287653321,1,LC
0,WL,1.25,1,1.745834171,1,LC
0,WL,1.6,0,0.172026656,1,LC
0,WW,1.75,1,-0.785788324,1,HC
0,WL,1.36,1,0.236118365,1,LC
0,LL,1.15,1,2.308416947,1,HC
0,WL,2.2,0,-0.02024847,1,LC
0,WW,1.14,0,-1.889589974,1,HC
0,LL,2.34,1,-0.495951375,1,HC
0,WL,2.25,0,-0.065181937,0,LC
0,LL,1.23,1,0.414486249,0,HC
0,WW,1.92,1,-1.285670988,0,HC
0,WL,2.02,1,1.475085904,0,LC
0,WW,2.69,0,-0.894474934,0,HC
0,WL,2.66,0,-0.178703408,0,LC
0,WL,2.4,0,-0.331664262,0,LC
0,LL,2.38,1,0.174652156,0,HC
0,WL,3.15,1,-0.276235939,0,LC
0,WW,1.31,0,0.7182761,0,HC
0,LL,2.26,1,-0.303950101,0,HC
0,WL,1.84,1,-0.817195059,0,LC
0,WL,1.71,1,-0.288494126,0,LC
0,WW,1.82,1,-0.186697877,0,HC
0,LL,1.98,1,1.29920757,0,HC
0,WL,2.03,1,1.629645653,0,LC
0,WW,1.15,0,0.043009887,0,HC
0,LL,3.52,0,-1.429571443,0,HC
0,WL,1.28,1,0.201300389,0,LC
0,WL,1.38,0,-0.362203137,0,LC
0,WL,1.99,1,-0.360337761,0,LC
0,WW,3.29,0,0.984758426,0,HC
0,WL,1.1,1,1.251240751,0,LC
0,LL,1.74,1,0.563716351,0,HC
0,WL,1.82,1,-0.344188932,0,LC
0,WL,1.15,0,2.914090462,0,LC
0,LL,1.98,0,1.139318174,0,HC
0,WW,1.68,0,0.022224266,0,HC
0,WL,1.67,1,-1.317648867,0,LC
0,WW,2.24,1,-0.656239735,0,HC
0,WL,1.64,1,0.142674277,0,LC
0,LL,1.5,1,2.439751923,0,HC
0,WL,1.16,1,0.862176556,0,LC
0,WL,1.26,1,-0.724992175,0,LC
0,LL,2.52,1,0.238607914,0,HC
0,WL,2.31,1,0.419815895,0,LC
0,WW,0.982,1,0.50509024,0,HC
0,WW,2.87,0,-0.680756109,0,HC
0,LL,3.82,1,-0.114747649,0,HC
0,WL,1.39,1,1.16063676,0,LC
0,WL,1.55,1,-0.44236102,0,LC
0,WL,0.94,1,0.696957514,0,LC
0,WL,1.78,1,-1.322978513,0,LC
0,LL,3.51,1,-1.855943164,0,HC
0,WW,2.03,1,-1.275011695,0,HC
0,WL,2.75,1,1.016736305,0,LC
0,LL,1.17,0,0.057932897,0,HC
0,WW,1.06,1,-0.536855653,0,HC
0,WL,3.42,1,0.494430947,0,LC
0,WL,2.63,0,0.675638928,0,LC
0,WW,0.94,1,0.345200844,0,HC
0,LL,3.22,0,-0.145659599,0,HC
0,WL,1.16,1,-0.518734855,0,LC
0,WL,2.43,0,-0.550179769,0,LC
0,WW,1.1,1,1.043384537,0,HC
0,WW,2.13,0,2.274532881,0,HC
0,LL,3.02,0,-0.239994342,0,HC
0,WL,0.987,1,-0.37813878,0,LC
0,WL,0.928,0,-0.521932643,0,LC
0,WW,3.07,0,-0.410649624,0,HC
0,LL,1.71,0,1.906787272,0,HC
0,WL,1.4,1,0.979428779,0,LC
0,WL,1.8,1,-1.674735183,0,LC
0,WW,1.16,0,-1.584131192,0,HC
0,LL,1.02,0,-0.850771832,0,HC
0,WL,1.49,1,1.475085904,0,LC
0,WL,2.08,1,-0.706871377,0,LC
0,LL,1.17,0,-0.280499656,0,HC
0,WL,1.66,1,-0.029473305,0,LC
0,WL,1.62,1,-0.507542597,0,LC
0,WW,0.675,0,0.297234026,0,HC
0,WW,1.53,0,1.480415551,0,HC
0,LL,1.95,0,-0.401376039,0,HC
0,WL,2.11,1,0.478442007,0,LC
0,WL,1.78,1,1.091351356,0,LC
0,WW,0.888,1,0.760913272,0,HC
0,LL,1.84,1,0.798220798,0,HC
0,WL,0.847,1,0.622342463,0,LC
0,WL,1.38,1,-0.484092153,0,LC
0,WL,1.47,1,-0.414913341,0,LC
0,LL,1.87,0,-1.173748411,0,HC
0,WW,2.56,1,0.670309281,0,HC
0,LL,2.31,0,0.127218302,0,HC
0,WL,1.7,0,-1.546823667,0,LC
0,WL,1.29,1,-0.844909221,0,LC
0,WL,1.72,1,-0.004956931,0,LC
0,LL,1.66,1,-0.944573611,0,HC
0,WW,1.24,0,0.883495142,0,HC
0,WL,0.804,0,-0.426318784,0,LC
0,WL,3.13,1,-0.635454113,0,LC
0,WL,1.34,0,0.633001756,0,LC
0,WW,1.04,1,0.830198677,0,HC
0,LL,0.935,0,-1.402923211,0,HC
0,WL,0.978,1,-0.86196409,0,LC
0,WW,1.24,1,0.409156602,0,HC
0,WL,0.704,0,0.211959682,0,LC
0,LL,1.71,1,-0.030539235,0,HC
0,WL,0.953,1,-0.044396316,0,LC
0,WL,1.24,0,-1.056496188,0,LC
0,WW,1.81,1,-0.018814012,0,HC
0,LL,1.49,0,-1.243033816,0,HC
0,WL,2.09,1,-0.529394148,0,LC
0,WW,0.827,1,-0.235197661,0,HC
0,WL,0.744,0,0.435804835,0,LC
0,LL,2.03,0,0.494430947,0,HC
0,WW,1.19,1,1.155307114,0,HC
0,WL,0.469,1,-0.258115141,0,LC
0,WL,0.945,0,0.190641096,0,LC
0,WW,1.03,1,-1.013859016,0,HC
0,WL,0.773,0,-1.035177602,0,LC
0,WL,1.24,1,-0.224005403,0,LC
0,LL,1.08,1,0.098438211,0,HC
0,LL,1.45,0,-0.156851857,0,HC
0,WL,1.43,1,1.960083737,0,LC
0,WW,2.31,1,1.61898636,0,HC
0,WL,1.18,1,-1.093803713,0,LC
0,WW,1.39,0,-0.254917353,0,HC
0,WL,1.33,0,-2.218359127,0,LC
0,WL,1.58,1,-1.855943164,0,LC
0,WL,1.59,1,-0.459575779,0,LC
0,LL,0.848,0,0.782231858,0,HC
0,WL,0.91,1,-0.586421366,0,LC
0,WW,1.66,0,0.862176556,0,HC
0,WL,1.46,1,0.894154435,0,LC
0,LL,2.01,1,0.082449271,0,HC
0,WL,1.75,1,0.048339534,0,LC
0,WW,2.37,1,0.627672109,0,HC
0,LL,1.81,0,-1.957206448,0,HC
0,WL,1.76,0,0.302563672,0,LC
0,WW,2.83,1,2.418433337,0,HC
0,WL,2.87,1,-0.404254048,0,LC
0,LL,1.2,1,-0.767629347,0,HC
0,WW,2.19,0,-1.173748411,0,HC
0,WL,1.26,1,2.567663439,0,LC
0,WL,1.52,1,-0.327400545,0,LC
0,WW,2.1,0,0.377178723,0,HC
0,LL,1.55,0,-1.20572629,0,HC
0,LL,1.92,0,-1.43490109,0,HC
0,WL,1.35,0,-1.125781592,0,LC
0,WL,1.77,1,-0.627992608,0,LC
0,WW,0.796,1,-0.265576646,0,HC
0,LL,1.23,0,-0.09076424,0,HC
0,WW,2.6,1,0.782231858,0,HC
0,WL,1.55,0,0.435804835,0,LC
0,WL,2.13,1,1.917446565,0,LC
0,LL,1.16,0,1.203273932,0,HC
0,WL,2,0,-2.490171099,0,LC
0,WW,1.5,1,-0.33592798,0,HC
1,WL,1.51,1,0.518539628,1,LC
1,WL,0.67,1,-0.054398951,1,LC
1,WW,2.09,0,-0.299392889,1,HC
1,LL,2.12,1,-0.301321975,1,HC
1,WL,0.722,1,-0.699871169,1,LC
1,WL,0.931,1,-0.924416794,1,LC
1,LL,2.37,1,-0.634089332,1,HC
1,WL,1.36,1,1.481153605,1,LC
1,WL,1.56,1,0.375787255,1,LC
1,LL,1.19,1,-0.718969122,1,HC
1,WW,1.3,0,-1.132758096,1,HC
1,WL,1.69,1,-1.425979187,1,LC
1,WW,0.925,1,0.709519155,1,HC
1,WL,1.85,1,-1.719200278,1,LC
1,LL,1.49,1,-0.210654927,1,HC
1,WL,0.757,1,1.461862744,1,LC
1,WW,1.38,1,3.178749396,1,HC
1,LL,0.818,0,2.349242362,1,HC
1,WL,0.846,1,0.165516867,1,LC
1,WW,2.22,1,0.227247623,1,HC
1,WL,2.47,1,-0.670163243,1,LC
1,LL,2.05,0,-1.003509325,1,HC
1,WL,1.3,1,-0.395847196,1,LC
1,WL,1.49,1,-0.89162233,1,LC
1,LL,2.39,1,-0.607660852,1,HC
1,WW,1.34,1,-0.465101387,1,HC
1,WW,0.804,1,-0.814458885,1,HC
1,LL,3.31,1,-1.458773651,1,HC
1,WL,0.826,1,-0.862686038,1,LC
1,WL,2.74,1,-0.614991379,1,LC
1,WW,0.611,0,-0.299392889,1,HC
1,WL,0.641,1,0.090282508,1,LC
1,WL,0.676,1,-0.432499832,1,LC
1,LL,3.01,1,0.375787255,1,HC
1,LL,0.883,1,-0.064044382,1,HC
1,WW,3.11,0,-0.540335746,1,HC
1,WL,1.62,1,-0.087193415,1,LC
1,WL,0.976,1,-0.74288979,1,LC
1,WL,1.36,1,-0.332187353,1,LC
1,WW,2.28,0,-0.334116439,1,HC
1,LL,1.4,1,1.963425137,1,HC
1,WL,1.03,1,-0.722634385,1,LC
1,WW,0.908,0,0.622710279,1,HC
1,LL,1.25,1,0.576412212,1,HC
1,WL,0.709,0,-0.148924171,1,LC
1,WL,0.661,1,0.086424336,1,LC
1,WL,0.992,1,0.709519155,1,LC
1,LL,1.46,1,-1.410546498,1,HC
1,WW,0.92,1,0.030480838,1,HC
1,WL,1.69,0,1.847679969,1,LC
1,WL,0.901,1,-0.282031114,1,LC
1,WW,1.46,1,0.703731896,1,HC
1,WL,1.69,1,0.813689805,1,LC
1,LL,1.77,1,0.302481982,1,HC
1,LL,2.15,1,1.577607911,1,HC
1,WW,0.656,1,-0.054398951,1,HC
1,WL,0.865,1,-0.390638663,1,LC
1,WL,1.74,0,0.314056499,1,LC
1,WL,1.52,1,-0.509856186,1,LC
1,LL,2.69,1,-0.738067074,1,HC
1,WL,1.42,1,-0.63158152,1,LC
1,WL,2.12,1,-0.033179004,1,LC
1,WL,3.03,1,-1.123112665,1,LC
1,WW,2.59,1,-0.193293152,1,HC
1,LL,1.12,1,-0.396040104,1,HC
1,WL,1.45,1,0.207956762,1,LC
1,WL,1.15,1,-0.595314701,1,LC
1,LL,1.7,1,-0.141207827,1,HC
1,WW,1.32,1,0.109573369,1,HC
1,WL,1.13,0,0.493461509,1,LC
1,LL,0.871,1,-0.766231732,1,HC
1,WW,1.64,1,-0.040895348,1,HC
1,WL,1.26,1,0.611135762,1,LC
1,LL,1.11,1,-0.637561687,1,HC
1,WL,0.81,1,0.165516867,1,LC
1,WL,1.52,1,-0.077547985,1,LC
1,WL,0.769,1,2.464987529,1,LC
1,WW,1.41,1,0.300552896,1,HC
1,LL,2.12,1,-0.199080411,1,HC
1,WL,1.04,1,-1.462631823,1,LC
1,LL,0.867,1,2.484278391,1,HC
1,WW,1.86,1,1.01045659,1,HC
1,WL,2.8,1,0.715306413,1,LC
1,LL,1.2,1,-1.44912822,1,HC
1,WW,3.21,0,-0.607467944,1,HC
1,WL,0.953,1,-0.056328037,1,LC
1,WL,1.72,1,0.242680312,1,LC
1,WL,1.22,1,-1.777072862,1,LC
1,WL,1.29,1,-1.341099397,1,LC
1,LL,2.15,1,-0.731122364,1,HC
1,WW,0.633,0,0.414368977,1,HC
1,WW,1.3,1,-0.634475149,1,HC
1,WL,1.42,1,0.08449525,1,LC
1,WL,0.975,1,-0.504261836,1,LC
1,LL,2.67,0,0.005402719,1,HC
1,WW,1.84,1,-0.293605631,1,HC
1,WL,1.68,1,0.196382245,1,LC
1,LL,2.34,1,-0.70257189,1,HC
1,LL,1.33,0,-0.427484208,1,HC
1,WL,1.92,1,-0.174002291,1,LC
1,WL,1.23,1,-1.024729273,1,LC
1,WW,1.28,1,1.789807385,1,HC
1,WL,3.02,0,2.773641309,1,LC
1,WW,1.5,1,-0.141207827,1,HC
1,LL,1.98,0,-0.710095325,1,HC
1,WL,2.06,1,0.663221088,1,LC
1,WL,0.657,1,-0.156640516,1,LC
1,WL,1.23,1,0.269687518,1,LC
1,LL,1.5,0,1.40399016,1,HC
1,WL,1.29,1,-0.468766651,1,LC
1,WW,0.654,0,-0.77201899,1,HC
1,WL,0.657,1,-1.755852914,1,LC
1,LL,1.18,0,1.635480495,1,HC
1,WW,0.626,0,1.384699299,1,HC
1,LL,1.29,0,0.007331805,1,HC
1,WL,0.713,1,-0.054398951,1,LC
1,WL,0.956,1,0.211814934,1,LC
1,WW,2.03,0,-0.247307564,1,HC
1,WL,2.43,1,-0.141207827,1,LC
1,LL,1.16,0,2.522860113,1,HC
1,WL,2,0,-0.517765439,1,LC
1,LL,1.08,1,0.207956762,1,HC
1,WL,2.46,1,-1.107679976,1,LC
1,WL,1.38,1,0.514681456,1,LC
1,WW,1.77,0,-0.083335243,1,HC
1,WL,1.35,1,0.829122494,1,LC
1,WW,1.07,0,-2.000846852,1,HC
1,LL,0.892,1,1.002740246,1,HC
1,WL,0.741,1,-0.172073205,1,LC
1,LL,1.23,1,-0.204867669,1,HC
1,WL,1.06,1,-0.729579095,1,LC
1,WW,0.513,0,-1.134687182,1,HC
1,WL,0.961,1,-0.36883999,1,LC
1,WW,1.61,0,0.097998853,1,HC
1,LL,0.739,1,-1.578376991,1,HC
1,WL,2.13,1,0.260042087,1,LC
1,WW,0.708,1,1.03553471,1,HC
1,WL,1.3,0,1.71264394,1,LC
1,WL,1.27,1,0.568695867,1,LC
1,LL,1.43,0,1.86697083,1,HC
1,WL,1.41,1,-0.744625967,1,LC
1,WW,0.715,1,0.831051581,1,HC
1,WL,1.49,1,3.718893511,1,LC
1,WL,0.505,1,-0.396811739,1,LC
1,LL,1.71,1,-0.611904842,1,HC
1,WW,1.44,1,-0.657238366,1,HC
1,WL,0.898,1,-0.258882081,1,LC
1,WL,0.921,1,0.371929083,1,LC
1,LL,1,1,-0.629845343,1,HC
1,WW,1.15,1,-0.137349655,1,HC
1,WL,1.39,1,-0.870402383,1,LC
1,WW,2.21,0,-0.315751239,0,HC
1,LL,2.43,1,-0.002707632,0,HC
1,WL,2.41,1,-0.083142448,0,LC
1,WL,1.4,1,-0.934447147,0,LC
1,WL,1.21,1,-0.884447126,0,LC
1,WL,1.11,1,-0.888229736,0,LC
1,WW,0.989,0,-0.539664375,0,HC
1,WL,0.624,1,0.629901325,0,LC
1,LL,2.07,1,-0.424446936,0,HC
1,WL,1.45,1,-1.461403886,0,LC
1,WL,0.673,1,0.110335893,0,LC
1,WW,1.88,0,0.479901263,0,HC
1,WL,1.53,1,-0.207055542,0,LC
1,WW,0.83,0,-0.814664489,0,HC
1,LL,1.37,1,-1.250534234,0,HC
1,WL,1.14,1,0.029901077,0,LC
1,WL,1.09,1,1.475553847,0,LC
1,WL,2.13,0,0.8755536,0,LC
1,WL,1.07,1,-1.0644472,0,LC
1,WW,1.02,1,-0.485316527,0,HC
1,LL,1.04,1,-0.272272961,0,HC
1,WW,1.73,1,0.699466571,0,HC
1,WL,1.36,1,-0.398359969,0,LC
1,LL,1.65,0,-1.717925731,0,HC
1,WW,1.05,1,-0.111403329,0,HC
1,WL,1.23,1,2.214684587,0,LC
1,WL,1.85,1,0.275553352,0,LC
1,LL,0.856,0,-0.664881818,0,HC
1,WL,0.796,1,0.066857614,0,LC
1,WW,0.749,1,-0.163577264,0,HC
1,WL,0.893,1,0.7820753,0,LC
1,WW,0.652,1,-0.180968575,0,HC
1,WL,1.44,1,0.271205524,0,LC
1,WL,1.46,1,3.236424139,0,LC
1,WL,2.37,1,0.199466364,0,LC
1,LL,1.54,0,-0.867077554,0,HC
1,WW,0.897,1,1.845119217,0,HC
1,WL,0.538,1,-0.07879462,0,LC
1,WL,1.5,0,-0.806838398,0,LC
1,WW,1.43,1,-0.044011997,0,HC
1,LL,1.66,1,0.060335872,0,HC
1,WL,1.05,1,-0.467925215,0,LC
1,LL,1.61,1,0.549466509,0,HC
1,WL,0.7,1,-0.635316589,0,LC
1,WW,3.29,1,-1.077055901,0,HC
1,WL,1.08,1,2.671206514,0,LC
1,WL,0.731,1,1.205988519,0,LC
1,WL,0.866,1,-0.907055831,0,LC
1,LL,2.52,0,0.986423211,0,HC
1,WL,1.08,1,0.773379645,0,LC
1,WL,0.598,1,-0.57009917,0,LC
1,LL,1.28,1,-0.893490608,0,HC
1,WW,0.701,1,-0.326620809,0,HC
1,LL,2.18,0,0.386422963,0,HC
1,WL,2.32,0,-0.409229539,0,LC
1,WW,0.662,1,0.016857593,0,HC
1,WL,0.967,1,-0.313577325,0,LC
1,WL,1.47,1,0.073379356,0,LC
1,LL,0.775,0,-1.328795135,0,HC
1,WW,1.61,1,-0.072272878,0,HC
1,WL,1.41,1,-0.822055796,0,LC
1,WL,0.998,1,0.773379645,0,LC
1,LL,1.79,0,1.801640938,0,HC
1,WW,1.01,1,1.047292801,0,HC
1,WL,1.16,1,0.023379335,0,LC
1,WL,0.67,1,-0.272272961,0,LC
1,LL,1.47,0,-0.650533986,0,HC
1,WW,1.62,1,1.142945014,0,HC
1,WL,0.575,1,-0.333142551,0,LC
1,WL,0.604,1,-0.782055779,0,LC
1,LL,0.985,0,0.149466344,0,HC
1,WW,1.27,1,1.910336635,0,HC
1,WL,0.648,1,-0.793577523,0,LC
1,WL,0.819,0,0.953814502,0,LC
1,LL,1.72,1,-0.307055584,0,HC
1,WL,1.21,1,0.686423087,0,LC
1,WL,2.16,0,-0.398359969,0,LC
1,WW,0.845,1,1.345119011,0,HC
1,LL,0.716,1,-0.504881752,0,HC
1,WL,2.14,1,-0.713794882,0,LC
1,WL,1.39,0,0.242944643,0,LC
1,LL,1,1,-0.939447149,0,HC
1,WW,2.89,1,-0.600533965,0,HC
1,WL,2.12,0,-0.502707838,0,LC
1,LL,0.718,1,0.879901428,0,HC
1,WL,1.53,1,-1.100534172,0,LC
1,LL,0.982,0,-0.736620978,0,HC
1,WL,0.512,1,-1.887491018,0,LC
1,WW,0.601,1,2.497293399,0,HC
1,WL,0.958,1,-0.912273224,0,LC
1,WW,3.21,1,-1.230969008,0,HC
1,LL,1.41,0,0.658162206,0,HC
1,WL,3.11,1,-0.644012244,0,LC
1,LL,1.12,1,-0.385316485,0,HC
1,WL,3.25,0,0.938597104,0,LC
1,WW,1.28,1,2.279902005,0,HC
1,WL,0.627,1,-0.126620727,0,LC
1,WL,0.803,1,0.01468368,0,LC
1,WL,1.86,0,-0.204881628,0,LC
1,WW,1.24,1,-0.307055584,0,HC
1,LL,2.01,0,-1.489664767,0,HC
1,WL,0.559,1,-0.690316611,0,LC
1,WW,1.73,1,-0.665533992,0,HC
1,LL,2.29,1,-0.84770798,0,HC
1,WL,2.43,1,-0.991186301,0,LC
1,WL,1.17,1,2.562510817,0,LC
1,LL,1.79,1,-0.956621069,0,HC
1,WW,0.934,1,2.192945447,0,HC
1,WL,1.14,1,0.564683906,0,LC
1,WW,0.745,1,1.432075568,0,HC
1,WL,0.982,1,2.214684587,0,LC
1,LL,1.51,1,-0.454881732,0,HC
1,WL,0.804,1,0.534249111,0,LC
1,LL,1.01,1,-1.016186311,0,HC
1,WL,1.19,1,-0.841838413,0,LC
1,WW,2.2,1,-0.198359887,0,HC
1,WL,1.07,1,-0.741403589,0,LC
1,WW,1.06,0,0.590770874,0,HC
1,LL,1.53,1,0.514683886,0,HC
1,WL,0.656,1,0.040770647,0,LC
1,WL,0.546,1,-1.285316857,0,LC
1,WW,0.516,1,-1.053360239,0,HC
1,WL,0.87,1,0.14729243,0,LC
1,WL,0.596,1,-0.507055666,0,LC
1,LL,0.949,1,2.845119629,0,HC
1,WW,0.498,1,-1.498360423,0,HC
1,WL,1.27,1,-0.585316568,0,LC
1,LL,1.15,1,-0.367925174,0,HC
1,WL,0.964,1,0.564683906,0,LC
1,WW,0.873,1,-0.812925357,0,HC
1,WL,0.814,1,-0.309229498,0,LC
1,WL,0.708,1,-0.809664487,0,LC
1,LL,1.17,1,-0.009229374,0,HC
1,WW,0.767,0,0.199466364,0,HC
1,WL,1.44,1,0.436422984,0,LC
1,WL,1.04,1,-0.81640362,0,LC
1,WL,1.2,1,2.345119423,0,LC
1,LL,1.64,1,-0.039664169,0,HC
1,WL,0.784,1,-0.244012079,0,LC
1,WW,0.945,1,-0.476620871,0,HC
1,WL,1.32,1,-0.67922965,0,LC
1,WW,1.18,0,0.316857717,0,HC
1,WL,0.964,0,0.775553559,0,LC
1,LL,2.58,0,0.458162123,0,HC
1,WL,1.26,1,-1.087708079,0,LC
1,WL,1.1,1,-0.085316362,0,LC
1,LL,1.88,0,0.384249049,0,HC
2,WL,0.904,1,1.084003116,1,LC
2,LL,0.756,0,0.24410457,1,HC
2,WL,0.769,0,0.184898607,1,LC
2,WW,0.661,0,0.094024338,1,HC
2,WL,1.38,0,-0.591663329,1,LC
2,LL,1.14,1,-0.301141044,1,HC
2,WL,0.926,1,0.07612486,1,LC
2,WW,1.16,0,-0.482889582,1,HC
2,WL,0.756,1,-0.26616822,1,LC
2,WL,1.63,0,2.017529698,1,LC
2,WW,0.668,0,2.251599785,1,HC
2,LL,0.856,1,-1.263582166,1,HC
2,WL,0.626,1,-0.165242706,1,LC
2,WW,0.573,0,0.197290552,1,HC
2,WL,0.457,1,-0.752758624,1,LC
2,LL,0.642,0,0.004526951,1,HC
2,LL,1.95,1,1.246475294,1,HC
2,WW,0.754,0,0.626878006,1,HC
2,WL,0.751,1,1.147339728,1,LC
2,WL,1.1,1,-0.003734346,1,LC
2,LL,1.24,0,0.826526021,1,HC
2,WL,0.843,1,-0.364477656,1,LC
